whiskey_id,category_id,Name,Score,Price_USD,Sale_volume,Percent_ABV
17,1,"Proof and Wood 25 year old 100 Seasons American Light Whiskey, 51.15%",92,350.0,750,51.15
18,1,"Barrell Private Release Calvados Cask-Finished Kentucky Whiskey (Batch No. AH14), 60.9%",92,109.0,750,60.9
19,1,"Barrell Private Release Sicilian Amaro Cask-Finished Kentucky Whiskey (Batch No. AH05), 61.15%",92,109.0,750,61.15
20,1,"Corsair Oatrage American Whiskey, 50%",91,59.0,750,50.0
21,1,"Wyoming Outryder American Whiskey, 50%",91,75.0,750,50.0
22,1,"J. Rieger & Co. Monogram Oloroso Bota (2020 Edition), 52.5%",91,100.0,750,52.5
23,1,"Manatawny Still Works Small Batch Port Barrel-Finished American Whiskey (Batch 19), 47%",91,45.0,750,47.0
24,1,"Clyde May’s Cask Strength Alabama Style 10 year old American Whiskey, 57%",90,100.0,750,57.0
25,1,"Wolves Wally's Blend, 52%",90,160.0,750,52.0
26,1,"Clyde May’s Alabama Style 110 Proof American Whiskey, 55%",90,60.0,750,55.0
27,1,"Wolves Winter Run American Whiskey, 52%",89,185.0,750,52.0
28,1,"Hooten Young 12 year old Whiskey (Batch 1), 46%",89,70.0,750,46.0
29,1,"Filibuster The Boondoggler American Whiskey, 45%",88,35.0,750,45.0
30,1,"Cedar Ridge Slipknot No. 9 Reserve, 49.5%",88,80.0,750,49.5
31,1,"Griffo Stony Point American Whiskey(Batch 9), 47%",88,49.0,750,47.0
32,1,"Golden Gate Single Cask Mizunara Cask, 55%",88,135.0,750,55.0
33,1,"Smooth Ambler Old Scout American Whiskey (Batch 31), 49.5%",87,35.0,750,49.5
34,1,"Seven Stills Patience Single Pot Still-Style American Whiskey, 59.5%",87,75.0,750,59.5
35,1,"Cedar Ridge Slipknot No. 9 Iowa, 45%",87,40.0,750,45.0
36,1,"Talnua Continuum Cask American Single Pot Still, 43%",87,40.0,750,43.0
37,1,"Founding Spirits American Whiskey (Batch #10), 50%",87,45.0,750,50.0
38,1,"Clyde May’s Alabama Style American Whiskey, 42.5%",87,36.0,750,42.5
39,1,"Hotel Tango American Whiskey, 45%",87,50.0,750,45.0
40,1,"10th Street California Coast Blended, 42%",87,40.0,750,42.0
41,1,"O.H. Ingram River-Aged, 48%",87,80.0,750,48.0
42,1,"Michter’s US*1 Toasted Barrel-Finished Sour Mash American Whiskey (Batch 19G1244), 43%",86,60.0,750,43.0
43,1,"Ransom The Emerald 1865 American Whiskey (Batch #005), 43.8%",86,90.0,750,43.8
44,1,"Leopold Bros. Small Batch American Whiskey (Barrel #1206), 43%",86,33.0,750,43.0
45,1,"High West Valley Tan Utah Whiskey (Batch #19G03), 43.5%",85,50.0,750,43.5
46,1,"O’Danaghers 5 year old American Hibernian Single Barrel Whiskey, 45%",85,55.0,750,45.0
47,1,"Jacob’s Pardon 8 year old Small Batch American Whiskey (Batch 01), 48.6%",85,90.0,750,48.6
48,1,"Michter’s US*1 Unblended American Whiskey (2013 Release), 41.7%",84,43.0,750,41.7
49,1,"Barrell American Whiskey (Batch 002), 61.9%",84,65.0,750,61.9
50,1,"Koval Single Barrel Oat American Whiskey (No. 5G8X2W), 40%",84,45.0,750,40.0
51,1,"Cascade Blonde American Whiskey, 40%",84,20.0,750,40.0
52,1,"Boondocks 11 year old American Whiskey, 47.5%",83,40.0,750,47.5
53,1,"Koval Four Grain Single Barrel American Whiskey (No. W06P45), 47%",83,45.0,750,47.0
54,1,"Firestone & Robertson TX Blended Whiskey, 41%",83,33.0,750,41.0
55,1,Finger Lakes Distilling McKenzie Pure Pot Still 40%,83,43.0,750,40.0
56,1,"Relativity American Whisky (prototype), 40%",83,35.0,750,40.0
57,1,"American Oak Small Batch American Whiskey (Batch 1), 40%",82,33.0,750,40.0
58,1,"Early Times Kentucky Whisky, 40%",82,12.0,750,40.0
59,1,"Creek Water American Whiskey, 50%",81,25.0,750,50.0
60,1,"Michter's US*1 Small Batch Unblended American Whiskey, 41.7%",81,30.0,750,41.7
61,1,"Black Bear Irish-Style Colorado Whiskey, 40%",80,45.0,750,40.0
62,1,"Roughstock Montana Whiskey, 45%",79,63.0,750,45.0
63,1,"Boondocks 11 year old Cask Strength American Whiskey, 63.5%",78,60.0,750,63.5
64,1,"Early Times (150th Anniversary Edition) Kentucky Whisky, 50%",76,12.0,750,50.0
65,1,"Rogue Dead Guy American Whiskey, 40%",69,40.0,750,40.0
66,2,"Dram Hunters 7 year old Southern Coast Distillers Single Cask Single Malt (Cask No. 112), 63.6%",95,250.0,750,63.6
67,2,"Limeburners Barrel Strength Heavy Peat, 61%",92,539.0,750,61.0
68,2,"Tin Shed Iniquity Single Malt (Batch 10), 46%",91,225.0,750,46.0
69,2,"Starward Two-Fold Red Wine Barrel-Finished Double Grain Blended, 40%",90,33.0,750,40.0
70,2,"That Boutique-y Whisky Co (distilled at Overeem) Batch 1, 47.5%",90,218.0,750,47.5
71,2,"Limeburners Port Cask, 43%",90,104.0,750,43.0
72,2,"Bakery Hill Double Wood Malt, 46%",90,86.0,750,46.0
73,2,"Lark Single Cask, 58%",89,228.0,750,58.0
74,2,"Old Hobart Overeem Port Cask Matured, 60%",89,176.0,750,60.0
75,2,"Southern Coast Single Malt Cask 4, 46%",89,107.0,750,46.0
76,2,"Overeem Sherry Matured Cask Strength, 60%",89,319.0,750,60.0
77,2,"Starward Nova, 41%",88,55.0,750,41.0
78,2,"Overeem Port Cask Matured #29, 60%",88,318.0,750,60.0
79,2,"Tiger Snake Sour Mash, 43%",88,100.0,750,43.0
80,2,"Bakery Hill Cask Strength Peated Classic Single Malt, 60%",88,112.0,750,60.0
81,2,"Limeburners Single Malt M79, 61%",87,125.0,750,61.0
82,2,"Sullivans Cove Double Cask Single Malt (Batch DC097), 45%",87,300.0,750,45.0
83,2,"Heartwood Vat Out of Hell, 67.4%",87,170.0,750,67.4
84,2,"Bakery Hill Cask Strength Single Malt, 60%",87,109.0,750,60.0
85,2,"Overeem Sherry Matured, 43%",87,236.0,750,43.0
86,2,"Starward, 43%",87,60.0,750,43.0
87,2,"Hellyers Road Original, 40%",86,70.0,750,40.0
88,2,"Sullivans Cove Cask HHD430, 47.5%",86,99.0,750,47.5
89,2,"Southern Coast Malt Cask 5, 46%",86,107.0,750,46.0
90,2,"Sullivan’s Cove, Bourbon Cask HH0104, 60%",86,148.0,750,60.0
91,2,"Nant Single Malt, 43%",85,121.0,750,43.0
92,2,"Limeburners Sherry Cask, 61%",85,169.0,750,61.0
93,2,"Bakery Hill Classic Single Malt, 46%",85,86.0,750,46.0
94,2,"Limeburners Single Malt M76, 43%",84,126.0,750,43.0
95,2,"Sullivan’s Cove Cask Strength, 60%",84,140.0,750,60.0
96,2,"Old Hobart Overeem Sherry Cask Matured, 43%",84,135.0,750,43.0
97,2,"Sullivans Cove Double Cask, 40%",84,94.0,750,40.0
98,2,"Lark Single Cask LD126, 43%",84,154.0,750,43.0
99,2,"Nant Bourbon Cask, 43%",84,119.0,750,43.0
100,2,"Lark Para, 43%",84,135.0,750,43.0
101,2,"Lark Single Cask, 43%",83,155.0,750,43.0
102,2,"Old Hobart Overeem Port Cask Matured, 43%",83,135.0,750,43.0
103,2,"Southern Coast Single Malt Cask 3, 46%",83,107.0,750,46.0
104,2,"Overeem Port Cask Matured #26, 43%",82,235.0,750,43.0
105,2,"Bakery Hill, Double Wood, 46%",82,71.0,750,46.0
106,2,"Belgrove White Rye, 40%",80,101.0,750,40.0
107,2,"Old Hobart Overeem Sherry Cask, 55%",79,155.0,750,55.0
108,2,"Diggers & Ditch, 41.5%",79,81.0,750,41.5
109,2,"Nant French Oak Port Matured, 43%",79,194.0,750,43.0
110,2,"Old Hobart Overeem Port Cask, 55%",77,186.0,750,55.0
111,2,"Hellyers Road Original Pure, 46.2%",77,123.0,750,46.2
112,3,"Broger Burn Out, 42%",91,64.0,750,42.0
113,3,"Waldviertler Whisky J.H. Original Rye, 41%",91,52.0,750,41.0
114,3,"Reisetbauer 15 year old, 48%",90,133.0,750,48.0
115,3,"Reisetbauer 7 year old, 43%",88,90.0,750,43.0
116,3,"Reisetbauer 12 year old, 48%",87,131.0,750,48.0
117,3,"Broger Triple Cask, 42%",85,66.0,750,42.0
118,3,"Broger Distiller’s Edition, 58.7%",85,104.0,750,58.7
119,3,"Broger Medium Smoked, 42%",84,64.0,750,42.0
120,3,"Broger Riebelmais, 42%",84,66.0,750,42.0
121,3,"Wieser Wiesky Sherry Wood 7 year old, 40%",72,50.0,750,40.0
122,3,"Wieser Wiesky Pinot Noir 7 year old, 40%",71,50.0,750,40.0
123,4,"Belgian Owl Cask L170711 4 year old 2012, 46%",90,80.0,750,46.0
124,4,"Goldlys 14 year old Manzanilla Finish (cask 2629), 43%",84,41.0,750,43.0
125,4,"Belgian Owl 4 year old, cask 270910, 46%",83,68.0,750,46.0
126,4,"Gouden Carolus, 46%",82,40.0,750,46.0
127,4,"Belgian Owl, 4 year old, 46%",82,72.0,750,46.0
128,4,"Wild Weasel Single Cask (cask #1), 46%",81,65.0,750,46.0
129,4,"Belgian Owl Cask 4276140 5 year old 2012, 76.1%",80,100.0,750,76.1
130,4,"Goldlys PX Finish Cask 2650, 43%",80,41.0,750,43.0
131,4,"Belgian Owl 4 year old, cask L140211, 46%",79,68.0,750,46.0
132,5,"K5 Premium Spirit Whisky, 40%",76,50.0,750,40.0
133,6,"Little Book Chapter 1 “The Easy,” 60.2%",92,80.0,750,60.2
134,6,"High West Bourye Blend of Straight Whiskeys (Batch 19L06), 46%",91,100.0,750,46.0
135,6,"Little Book Chapter 1 ""The Easy,"" 60.2%",91,80.0,750,60.2
136,6,"Blackened Cask-Strength Black Brandy Cask-Finished Blended (Batch 106), 55.35%",91,55.0,750,55.35
137,6,"Barrell Dovetail Cask Strength (Batch 001), 61.45%",90,90.0,750,61.45
138,6,"Redwood Empire Lost Monarch Blend of Straight Whiskeys, 45%",90,43.0,750,45.0
139,6,"Virginia Distillery Co. Cider Cask-Finished Virginia-Highland Whisky (Batch #4), 46%",90,65.0,750,46.0
140,6,"Wolves First Run, 53%",90,150.0,750,53.0
141,6,"Doc.52 Blended Straight Whiskey, 56%",90,50.0,750,56.0
142,6,"Heaven’s Door Double Barrel, 50%",90,50.0,750,50.0
143,6,"Broken Barrel Isle of Peat American Blended Whiskey, 55%",89,50.0,750,55.0
144,6,"Barrell Cask-Strength American Vatted Malt (Batch 001), 58.75%",88,90.0,750,58.75
145,6,"Cascade Moon (Edition No. 1), 42%",88,90.0,750,42.0
146,6,"Redwood Empire American Whiskey, 45%",87,45.0,750,45.0
147,6,"Chicken Cock Bootlegger’s Reserve, 45%",87,40.0,750,45.0
148,6,"Tincup American Whiskey, 42%",87,30.0,750,42.0
149,6,"Slaughter House American Whiskey, 44%",86,40.0,750,44.0
150,6,"Blackened American Whiskey (Batch 097), 45%",86,50.0,750,45.0
151,6,"A.P. Hotaling J.H. Cutter, 48%",85,50.0,750,48.0
152,6,"Blackened Brandy Cask-Finished American Whiskey (Batch 082), 45%",85,43.0,750,45.0
153,6,"Charbay Doubled & Twisted, 45%",85,50.0,750,45.0
154,6,"St. George Spirits Breaking & Entering, 43%",85,40.0,750,43.0
155,6,"Broken Barrel Mizunara Blended American Whiskey, 50%",85,50.0,750,50.0
156,6,"Wonderland Blend of Straight Whiskeys, 42%",85,44.0,750,42.0
157,6,"Tanner’s Creek Blended Bourbon, 42.5%",84,35.0,750,42.5
158,6,"High West Son of Bourye (Batch #2), 46%",83,40.0,750,46.0
159,6,"Bendt No. 5 American Blended Whiskey, 41.5%",83,25.0,750,41.5
160,6,"Ko‘olau Old Pali Road Whiskey (Batch #001), 43%",82,45.0,750,43.0
161,6,"Alibi, 45%",80,24.0,750,45.0
162,6,"Seagram’s 7 Crown, 40%",78,11.0,750,40.0
163,6,"Black Eagle Honey, 35%",77,12.0,750,35.0
164,6,"Sunshine Reserve American whiskey, 42.5%",76,50.0,750,42.5
165,6,"Woodford Reserve Master’s Collection Five Malt, 45.2%",60,50.0,750,45.2
166,7,"Wild Weasel Finest Blend, 40%",77,44.0,750,40.0
167,8,"Bastille 1789, 40%",88,30.0,750,40.0
168,8,"Moon Harbour PIER 1, 45.8%",82,59.0,750,45.8
169,8,"Bastille Blended Whisky, 40%",80,25.0,750,40.0
170,9,"Compass Box Hedonism Felicitas, 53%",95,175.0,750,53.0
171,9,"Compass Box Hedonism The Muse, 53.3%",93,275.0,750,53.3
172,9,"Compass Box Hedonism Quindecimus, 46%",92,200.0,750,46.0
173,9,"Royal Salute 21 year old Snow Polo Edition, 46.5%",91,155.0,750,46.5
174,9,Compass Box Hedonism Maximus,90,300.0,750,40.0
175,9,"The Exceptional Grain, 43%",89,100.0,750,43.0
176,9,"Compass Box Hedonism, 43%",88,115.0,750,43.0
177,9,"Compass Box Last Vatted Grain, 46%",87,199.0,750,46.0
178,9,"Compass Box Hedonism, 43%",87,62.0,750,43.0
179,10,"Midleton Very Rare 30th Anniversary Pearl Edition, 53.1%",95,6354.0,750,53.1
180,10,"Midleton Very Rare 2018, 40%",94,200.0,750,40.0
181,10,"Writers’ Tears Double Oak, 46%",94,65.0,750,46.0
182,10,"Midleton Very Rare 2021, 40%",94,208.0,750,40.0
183,10,"Midleton Very Rare 2019, 40%",94,220.0,750,40.0
184,10,"Midleton Very Rare 2014, 40%",94,125.0,750,40.0
185,10,"Writers’ Tears Cask Strength (2019 Release), 53%",93,100.0,750,53.0
186,10,"J.J. Corry The Vatting No. 1, 47.8%",93,2000.0,750,47.8
187,10,"Midleton Very Rare 2017, 40%",93,214.0,750,40.0
188,10,"Jameson Bow Street 18 year old (Batch 2), 55.1%",93,179.0,750,55.1
189,10,"Jameson Caskmates Angel City Brewing Co. Edition, 40%",92,30.0,750,40.0
190,10,"Jameson Caskmates KelSo Pale Ale Edition, 40%",92,30.0,750,40.0
191,10,"The Irishman Vintage Cask (2019 Release), 54%",92,140.0,750,54.0
192,10,"Midleton Very Rare 2016, 40%",92,159.0,750,40.0
193,10,"Jameson 18 year old, 40%",92,110.0,750,40.0
194,10,"Writers’ Tears Cask Strength 2018, 53%",92,145.0,750,53.0
195,10,"The Legendary Dark Silkie, 46%",92,44.0,750,46.0
196,10,"Writers’ Tears Double Oak, 46%",92,65.0,750,46.0
197,10,"Writers’ Tears Cask Strength (2020 Release), 54.5%",92,145.0,750,54.5
198,10,"Jameson Black Barrel, 40%",91,37.0,750,40.0
199,10," The Whistler Imperial Stout Cask-Finished, 43%",91,40.0,750,43.0
200,10,"Egan’s Centenary, 46%",91,100.0,750,46.0
201,10,"Powers 12 year old, 40%",91,35.0,750,40.0
202,10,"The Irishman Vintage Cask (2020 Release), 55.2%",91,140.0,750,55.2
203,10,"Hyde No. 6 President’s Reserve Sherry Cask Finish, 46%",91,50.0,750,46.0
204,10,"The Irishman Founder’s Reserve Oloroso Sherry Cask-Finished, 46%",91,100.0,750,46.0
205,10,"Two Stacks The First Cut, 43%",91,40.0,750,43.0
206,10,"Slane Irish Whiskey, 40%",90,30.0,750,40.0
207,10,"Jameson Caskmates Great Divide Brewing Co. Edition, 40%",90,30.0,750,40.0
208,10,"The Whistler Double Oaked Blended Irish Whiskey, 40%",90,30.0,750,40.0
209,10,"The Dubliner Irish Whiskey, 40%",90,28.0,750,40.0
210,10,"The Irishman Founder’s Reserve, 40%",90,30.0,750,40.0
211,10,"Writers’ Tears Copper Pot Deau XO Cognac Cask Finish, 46%",90,60.0,750,46.0
212,10,"The Whistler Oloroso Sherry Cask-Finished, 43%",90,35.0,750,43.0
213,10,"The Whistler Calvados Cask-Finished, 43%",90,40.0,750,43.0
214,10,"The Legendary Silkie, 46%",90,42.0,750,46.0
215,10,"J.J. Corry The Gael, 46%",90,75.0,750,46.0
216,10,"Powers Gold Label, 43.2%",90,38.0,750,43.2
217,10,"Kilbeggan Traditional, 40%",90,25.0,750,40.0
218,10,"Prizefight Irish Whiskey, 43%",90,45.0,750,43.0
219,10,"The Blender’s Dog, 43%",90,74.0,750,43.0
220,10,"West Cork Export Stout Cask Finish, 40%",90,30.0,750,40.0
221,10,"Jameson Bow Street 18 year old Cask Strength, 55.3%",90,200.0,750,55.3
222,10,"Jameson Caskmates IPA Edition, 40%",90,30.0,750,40.0
223,10,"Hinch 5 year old Double Wood, 43%",90,40.0,750,43.0
224,10,"Jameson Caskmates Revolution Brewing, 40%",89,30.0,750,40.0
225,10,"The Dead Rabbit, 44%",89,43.0,750,44.0
226,10,"Tullamore D.E.W. XO Caribbean Rum Cask Finish, 43%",89,26.0,750,43.0
227,10,"The Irishman Cask Strength 2018, 54%",89,160.0,750,54.0
228,10,"The Irishman Founder’s Reserve Caribbean Cask Finish Small Batch 2018, 46%",89,60.0,750,46.0
229,10,"Tullamore D.E.W. Cider Cask, 40%",89,40.0,liter,40.0
230,10,"Jameson Triple Triple, 40%",89,36.0,liter,40.0
231,10,"Hinch 10 year old Sherry Cask-Finished, 43%",89,55.0,750,43.0
232,10,"Two Stacks The Blender’s Cut Cask-Strength, 65%",89,60.0,750,65.0
233,10,"Jameson Caskmates Captain Lawrence Brewing Co. Edition, 40%",88,30.0,750,40.0
234,10,"McConnell’s 5 year old Blended Irish Whiskey, 42%",88,33.0,750,42.0
235,10,"Dublin Liberties Oak Devil, 46%",88,40.0,750,46.0
236,10,"Flaming Leprechaun Special Reserve, 46%",88,27.0,750,46.0
237,10,"Tullamore D.E.W. 15 year old Trilogy, 40%",88,80.0,750,40.0
238,10,"West Cork IPA Cask-Finished, 40%",88,33.0,750,40.0
239,10,"Tullamore D.E.W. Original, 40%",88,24.0,750,40.0
240,10,"Bushmills Black Bush, 40%",88,35.0,750,40.0
241,10,"Roe & Co, 45%",88,35.0,750,45.0
242,10,"J.J. Corry The Hanson, 46%",88,55.0,750,46.0
243,10,"J.J. Corry The Gael (Batch 2), 46%",88,80.0,750,46.0
244,10,"Lambay Small Batch Blend, 40%",88,35.0,750,40.0
245,10,"Midleton Very Rare 2015, 40%",88,145.0,750,40.0
246,10,"Proclamation, 40.7%",88,30.0,750,40.7
247,10,"Bushmills Red Bush, 40%",87,23.0,750,40.0
248,10,"Sons of Erin 15 year old, 46%",87,110.0,750,46.0
249,10,"Sadler’s Peaky Blinder Blended Irish Whiskey, 40%",87,19.0,750,40.0
250,10,"John L. Sullivan, 40%",87,26.0,750,40.0
251,10,"Clonakilty, 43.6%",87,50.0,750,43.6
252,10,"The Busker Triple Cask Triple Smooth, 40%",87,25.0,750,40.0
253,10,"Grace O’Malley, 40%",87,37.0,750,40.0
254,10,"The Temple Bar Signature Blend, 40%",87,40.0,750,40.0
255,10,"Barr an Uisce Wicklow Rare, 43%",87,50.0,750,43.0
256,10,"West Cork Barrel Proof (2018 Release), 62%",87,55.0,750,62.0
257,10,"Hinch Small Batch Bourbon Cask, 43%",87,33.0,750,43.0
258,10,"Writers Tears Copper Pot, 40%",86,40.0,750,40.0
259,10,"Bushmills Black Bush, 40%",86,35.0,750,40.0
260,10,"Bushmills Original, 40%",86,23.0,750,40.0
261,10,"Pearse The Original, 42%",86,40.0,750,42.0
262,10,"Barr An Uisce Wicklow Hills, 40%",86,35.0,750,40.0
263,10,"Kirkland 4 year old, 40%",86,28.0,1.75 liter,40.0
264,10,"J.J. Corry The Vatting No. 2, 47%",86,2000.0,750,47.0
265,10,"The Distiller’s Safe, 43%",86,74.0,750,43.0
266,10,"West Cork Black Reserve, 43%",86,40.0,750,43.0
267,10,"Proper No. Twelve, 40%",85,30.0,750,40.0
268,10,"Pearse Distiller’s Choice, 42%",85,50.0,750,42.0
269,10,"Clontarf 1014 Classic Blend, 40%",85,22.0,750,40.0
270,10,"Douhans, 40%",85,18.0,750,40.0
271,10,"Wolfhound, 40%",85,19.0,750,40.0
272,10,"The Quiet Man, 40%",85,40.0,750,40.0
273,10,"The Cooper’s Croze, 43%",85,70.0,750,43.0
274,10,"Jameson Round, 40%",85,38.0,750,40.0
275,10,"Kinahan’s Small Batch, 46%",85,40.0,750,46.0
276,10,"Uisce Beatha Real Irish Whiskey, 40%",85,29.0,750,40.0
277,10,"Paddy, 40%",84,20.0,750,40.0
278,10,"The Pogues, 40%",84,40.0,750,40.0
279,10,"Jameson Bold, 40%",84,38.0,750,40.0
280,10,"Jameson, 40%",82,23.0,750,40.0
281,10,"The Silkie, 40%",82,50.0,750,40.0
282,10,"West Cork Barrel Proof, 62%",82,55.0,750,62.0
283,10,"Kilbeggan 21 year old, 40%",82,132.0,750,40.0
284,10,"Tullamore Dew Phoenix, 55%",81,75.0,750,55.0
285,10,"Tullamore Dew, 10 year old, 40%",81,35.0,750,40.0
286,10,"Jameson Caskmates Stout Edition, 40%",81,48.0,750,40.0
287,10,"Slane Castle, 40%",80,23.0,750,40.0
288,10,"Tullamore Dew 12 Year Old Special Reserve, 40%",80,40.0,750,40.0
289,10,"Tullamore Dew 12 Year Old, 40%",79,46.0,750,40.0
290,10,"West Cork Original Classic Blend, 40%",79,27.0,750,40.0
291,10,"Tullamore D.E.W. Cider Cask Finish, 40%",78,61.0,750,40.0
292,10,"Hell-Cat Maggie, 40%",78,20.0,750,40.0
293,10,"Jameson Lively, 40%",78,38.0,750,40.0
294,11,"Nikka Taketsuru Pure Malt, 43%",91,80.0,750,43.0
295,11,"Ichiro’s Malt & Grain Limited Edition (Blue Label), 48%",90,236.0,750,48.0
296,12,"Chivas Regal Ultis, 40%",96,160.0,750,40.0
297,12,"Compass Box The General, 53.4%",96,325.0,750,53.4
298,12,"Compass Box Flaming Heart (10th Anniversary bottling), 48.9%",95,105.0,750,48.9
299,12,"Compass Box The Peat Monster, 46%",94,65.0,750,46.0
300,12,"Collectivum XXVIII (Diageo Special Releases 2017), 57.3%",94,164.0,750,57.3
301,12,"Compass Box Flaming Heart 2018 Edition, 48.9%",94,150.0,750,48.9
302,12,"Blue Hanger 6th Release Berry Bros. & Rudd, 45.6%",94,84.0,750,45.6
303,12,"Samaroli Over an Islay Rainbow 2017 Edition, 45%",94,471.0,750,45.0
304,12,"Sheep Dip Islay Blended Malt, 40%",93,60.0,750,40.0
305,12,"Compass Box Spice Tree Extravaganza, 46%",93,140.0,750,46.0
306,12,"Compass Box Flaming Heart 2015 Edition 15th Anniversary, 48.9%",93,150.0,750,48.9
307,12,"Buchanan’s Select 15 year old, 40%",93,50.0,750,40.0
308,12,"Compass Box Oak Cross, 46%",93,50.0,750,46.0
309,12,"Big Peat 25 year old, 52.1%",93,236.0,750,52.1
310,12,"Exclusive Blend 1993 23 year old, 50%",93,145.0,750,50.0
311,12,"Johnnie Walker Odyssey, 40%",93,1100.0,750,40.0
312,12,"Compass Box Spice Tree Extravaganza, 46%",93,140.0,750,46.0
313,12,"Douglas Laing Big Peat Christmas 2013, 54.9%",93,76.0,750,54.9
314,12,"Compass Box The Peat Monster, 46%",93,65.0,750,46.0
315,12,"Compass Box, Flaming Heart, Batch #2, 48.9%",92,85.0,750,48.9
316,12,"Compass Box Monster, 54.9%",92,85.0,750,54.9
317,12,"Big Peat Christmas Edition 2015, 53.8%",92,70.0,750,53.8
318,12,"The Feathery, 40%",92,66.0,750,40.0
319,12,"Compass Box The Peat Monster Arcana, 46%",92,95.0,750,46.0
320,12,"Compass Box Flaming Heart 2012 Edition, 48.9%",92,115.0,750,48.9
321,12,"Blue Hanger 11th Limited Release, 45.6%",92,137.0,750,45.6
322,12,"Exclusive Blend 1991 21 year old, 46%",92,100.0,750,46.0
323,12,"Compass Box Peat Monster 10th Anniversary Limited Edition, 48.9%",92,130.0,750,48.9
324,12,"Sheep Dip 'Old Hebridean,' 1990 vintage, 40%",92,70.0,750,40.0
325,12,"Blackadder 22 year old Raw Cask Westport Single Cask (No. 3293), 53.2%",92,200.0,750,53.2
326,12,"Compass Box The Peat Monster, 46%",92,65.0,750,46.0
327,12,"Cladach, 57.1%",92,198.0,750,57.1
328,12,"Big Peat Small Batch, 53.6%",92,48.0,750,53.6
329,12,"Compass Box, The Peat Monster, Reserve Edition, 48.9%",92,150.0,750,48.9
330,12,"Blue Hanger 7th Release Limited Edition, 45.6%",92,100.0,750,45.6
331,12,"Blue Hanger 4th Release Berry Bros. & Rudd, 45.6%",92,75.0,750,45.6
332,12,"Blackadder Puff Adder (Batch PA 01), 46%",92,75.0,750,46.0
333,12,"Samaroli Ferry to Islay 2017 Edition, 55.1%",92,610.0,750,55.1
334,12,"MacNair’s Lum Reek Peated 21 year old, 48%",92,150.0,750,48.0
335,12,"Compass Box, Canto Cask 46, 53.2%",91,65.0,750,53.2
336,12,"Compass Box 3 year old Deluxe, 49.2%",91,300.0,750,49.2
337,12,"Usquaebach An Ard Ri Cask Strength, 57.1%",91,200.0,750,57.1
338,12,"Compass Box Spice Tree, 46%",91,65.0,750,46.0
339,12,"Sheep Dip, 40%",91,44.0,750,40.0
340,12,"Compass Box 'Lady Luck', 46%",91,170.0,750,46.0
341,12,"Rock Oyster Sherry Edition, 46.8%",91,60.0,750,46.8
342,12,"Timorous Beastie 40 year old, 54.7%",91,246.0,750,54.7
343,12,"Compass Box Magic Cask (2020 Release), 46%",91,175.0,750,46.0
344,12,"Compass Box Myths & Legends III, 46%",91,150.0,750,46.0
345,12,"Sheep Dip Islay Blended Malt, 40%",91,60.0,750,40.0
346,12,"Blackadder 9 year old Raw Cask Smoking Islay, 59.4%",91,150.0,750,59.4
347,12,"Big Peat Platinum 26 year old, 51.8%",91,300.0,750,51.8
348,12,"Timorous Beastie 24 year old, 46.8%",91,200.0,750,46.8
349,12,"Cutty Sark Tam o' Shanter 25 year old, 46.5%",91,329.0,750,46.5
350,12,"Samaroli Islay 2017 Edition, 43%",91,176.0,750,43.0
351,12,"The Lost Distillery Company Classic Selection Towiemore, 43%",90,43.0,750,43.0
352,12,"Tweeddale Last Centennial, 52.2%",90,190.0,750,52.2
